ProductID,一覧No,タイトル,タイトル状態,サブタイトル・シリーズ,著者,出版社,底本刊行,ISBN,eISBN,code,status,pdf,pages,captured_at,note,収録元,不足項目,次の作業
KP00041283,,,未確認,,,,,,,,取得済,capture_20260916_KP00041283.pdf,509,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00041399,,,未確認,,,,,,,,取得済,capture_20260917_KP00041399.pdf,1154,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00041400,,,未確認,,,,,,,,取得済,capture_20260917_KP00041400.pdf,933,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00041404,,,未確認,,,,,,,,取得済,capture_20260917_KP00041404.pdf,951,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00041406,,,未確認,,,,,,,,取得済,capture_20260917_KP00041406.pdf,935,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00041615,,,未確認,,,,,,,,取得済,capture_20260916_KP00041615.pdf,538,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00041620,70,葉を見て枝を見て,検索リスト,枝葉末節の生態学 共立スマートセレクション 28,菊沢喜八郎【著】 巌佐庸【コーディネーター】,共立出版,2018-10,9784320009288,9784320997769,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00041638,,,未確認,,,,,,,,取得済,capture_20260920_KP00041638.pdf,290,2026-09-20,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00041668,,,未確認,,,,,,,,取得済,capture_20260917_KP00041668.pdf,273,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00041749,91,森林と文化,検索リスト,森とともに生きる民俗知のゆくえ 森林科学シリーズ 12,蛯原一平 齋藤暖生 生方史数【編】,共立出版,2019-05,9784320058286,9784320999169,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00041863,,,未確認,,,,,,,library.pref.hokkaido,取得済,capture_20260914_KP00041863.pdf,144,2026-09-14,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする
KP00041928,,,未確認,,,,,,,,取得済,capture_20260921_KP00041928.pdf,169,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00041978,,,未確認,,,,,,,,取得済,capture_20260921_KP00041978.pdf,130,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042236,,,未確認,,,,,,,,取得済,capture_20260916_KP00042236.pdf,513,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042250,,,未確認,,,,,,,,取得済,capture_20260916_KP00042250.pdf,722,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042251,,,未確認,,,,,,,,取得済,capture_20260916_KP00042251.pdf,722,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042252,,,未確認,,,,,,,,取得済,capture_20260916_KP00042252.pdf,721,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042281,,,未確認,,,,,,,,取得済,capture_20260922_KP00042281.pdf,266,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042284,117,クマ問題を考える,検索リスト,野生動物生息域拡大期のリテラシー ヤマケイ新書,田口洋美,山と溪谷社,2017-05,9784635510424,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00042293,,,未確認,,,,,,,library.pref.hokkaido,取得済,capture_20260915_KP00042293.pdf,145,2026-09-15,,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする
KP00042306,,,未確認,,,,,,,,取得済,capture_20260921_KP00042306.pdf,130,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042386,,,未確認,,,,,,,,取得済,capture_20260922_KP00042386.pdf,177,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042423,,,未確認,,,,,,,,取得済,capture_20260916_KP00042423.pdf,546,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042483,131,日本百霊山,検索リスト,伝承と神話でたどる日本人の心の山 ヤマケイ新書,とよだ時,山と溪谷社,2016-09,9784635510387,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00042486,112,鳥ってすごい！,検索リスト,ヤマケイ新書,樋口広芳,山と溪谷社,2016-03,9784635510349,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00042494,63,シカ問題を考える,検索リスト,バランスを崩した自然の行方 ヤマケイ新書,高槻成紀,山と溪谷社,2015-12,9784635510097,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00042522,,,未確認,,,,,,,,取得済,capture_20260921_KP00042522.pdf,131,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042524,,,未確認,,,,,,,,取得済,capture_20260921_KP00042524.pdf,132,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042571,,,未確認,,,,,,,,不完全,in_capture_20260922_KP00042571.pdf,3,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00042575,,,未確認,,,,,,,,不完全,in_capture_20260916_KP00042575.pdf,10,2026-09-16,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00042680,,,未確認,,,,,,,,取得済,capture_20260922_KP00042680.pdf,129,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042704,111,唱歌「ふるさと」の生態学,検索リスト,ウサギはなぜいなくなったのか？ ヤマケイ新書,高槻成紀,山と溪谷社,2014-12,9784635510202,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00042712,,,未確認,,,,,,,,取得済,capture_20260921_KP00042712.pdf,105,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00042882,108,人を襲うクマ,検索リスト,遭遇事例とその生態 ヤマケイ文庫,羽根田治,山と溪谷社,2021-03,9784635049115,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00043017,132,源氏物語越境論,検索リスト,唐物表象と物語享受の諸相,河添房江,岩波書店,2018-12,9784000613064,9784007104152,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00044054,,,未確認,,,,,,,,取得済,capture_20260917_KP00044054.pdf,222,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00044108,,,未確認,,,,,,,,取得済,capture_20260921_KP00044108.pdf,176,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00044679,,,未確認,,,,,,,,不完全,in_capture_20260917_KP00044679.pdf,69,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00044683,101,時間軸で探る日本の鳥,検索リスト,復元生態学の礎,黒沢令子 江田真毅【編著】,築地書館,2021-02,9784806716143,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00045015,95,なぜあの人のジョークは面白いのか？,検索リスト,進化論で読み解くユーモアの科学,ジョナサン・シルバータウン【著】 水谷淳【訳】,東洋経済新報社,2021-03,9784492046845,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00045405,104,外来アリのはなし,検索リスト,,橋本佳明【編】,朝倉書店,2020-05,9784254171723,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00045737,,,未確認,,,,,,,,不完全,in_capture_20260917_KP00045737.pdf,72,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00046397,,,未確認,,,,,,,,取得済,capture_20260922_KP00046397.pdf,1205,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00046994,128,世紀用語事典,検索リスト,分析・資料・文献,浦野起央,三和書籍,2021-04,9784862514172,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00047766,,,未確認,,,,,,,,取得済,capture_20260921_KP00047766.pdf,226,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00047945,,,未確認,,,,,,,,不完全,in_capture_20260922_KP00047945.pdf,80,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00047951,,,未確認,,,,,,,library.pref.hokkaido,取得済,capture_20260915_KP00047951.pdf,629,2026-09-15,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする
KP00048691,,,未確認,,,,,,,,不完全,in_capture_20260922_KP00048691.pdf,34,2026-09-22,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま / キャプチャが途中。取り直したら pages と status を更新する
KP00048785,71,新 生物による環境調査事典,検索リスト,,内山裕之,東京書籍,2012-08,9784487806874,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00048832,90,日本建築のかたち,検索リスト,生活と建築造形の歴史 建築の絵本,西和夫 穂積和夫,彰国社,1983-04,9784395270224,9784395500390,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00049415,130,動物の事典,検索リスト,,末光隆志【総編集】,朝倉書店,2020-12,9784254171662,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00049416,139,水環境の事典,検索リスト,,(公社)日本水環境学会【編】,朝倉書店,2021-04,9784254180565,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00051246,85,進化でわかる人間行動の事典,検索リスト,,小田亮 橋彌和秀 大坪庸介 平石界【編】,朝倉書店,2021-05,9784254523058,,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00051312,,,未確認,,,,,,,,取得済,capture_20260917_KP00051312.pdf,510,2026-09-17,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00051389,,,未確認,,,,,,,library.pref.hokkaido,取得済,capture_20260914_KP00051389.pdf,128,2026-09-14,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする
KP00051446,137,感情心理学ハンドブック,検索リスト,,日本感情心理学会【企画】 内山伊知郎【編】,北大路書房,2019-09,9784762830778,9784762851544,library.pref.hokkaido,未取得,,,,,検索リスト+取得台帳,pdf;pages;captured_at,取得したら pdf・pages・captured_at を記入し、status を取得済か不完全に更新する
KP00051707,,,未確認,,,,,,,,取得済,capture_20260921_KP00051707.pdf,193,2026-09-21,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00051724,,,未確認,,,,,,,,取得済,capture_20260915_KP00051724.pdf,571,2026-09-15,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00051725,,,未確認,,,,,,,,取得済,capture_20260915_KP00051725.pdf,532,2026-09-15,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00051727,,,未確認,,,,,,,,取得済,capture_20260915_KP00051727.pdf,444,2026-09-15,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00051728,,,未確認,,,,,,,,取得済,capture_20260915_KP00051728.pdf,454,2026-09-15,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
KP00051729,,,未確認,,,,,,,,取得済,capture_20260915_KP00051729.pdf,659,2026-09-15,既存ファイルから取り込み（タイトル未確認）,取得台帳のみ,タイトル;著者;出版社;底本刊行;ISBN;サブタイトル・シリーズ;eISBN;code,KinoDenの書誌詳細（機関URL/bookdetail/p/このProductID）を開き、タイトル・著者・出版社・底本刊行・ISBN・eISBN・シリーズを転記する。詳細画面に無い項目は空のままにする / 取得元が分かればcodeを入れる。北海道立図書館なら library.pref.hokkaido。分からなければ空のまま
